N_PROF,N_LEVELS,PRES,TEMP,PSAL,LATITUDE,LONGITUDE
2,35,194.8,15.114,35.059,-0.7963366666666667,81.114175
2,36,210.0,14.637,35.028,-0.7963366666666667,81.114175
2,37,229.9,12.849,35.043,-0.7963366666666667,81.114175
2,38,250.0,12.366,35.058,-0.7963366666666667,81.114175
2,39,269.9,12.264,35.058,-0.7963366666666667,81.114175
2,40,289.9,12.141,35.055,-0.7963366666666667,81.114175
2,41,310.0,11.944,35.047,-0.7963366666666667,81.114175
2,42,330.1,11.493,35.022,-0.7963366666666667,81.114175
2,43,350.0,11.179,35.009,-0.7963366666666667,81.114175
2,44,369.7,11.041,34.997,-0.7963366666666667,81.114175
2,45,390.1,10.898,34.982,-0.7963366666666667,81.114175
2,46,409.8,10.739,34.964,-0.7963366666666667,81.114175
2,47,429.8,10.405,34.944,-0.7963366666666667,81.114175
2,48,449.9,10.11,34.934,-0.7963366666666667,81.114175
2,49,470.3,9.863,34.925,-0.7963366666666667,81.114175
2,50,489.9,9.867,34.96,-0.7963366666666667,81.114175
2,51,512.2,9.897,34.987,-0.7963366666666667,81.114175
2,52,537.5,9.765,34.978,-0.7963366666666667,81.114175
2,53,562.6,9.511,34.958,-0.7963366666666667,81.114175
2,54,587.3,9.254,34.964,-0.7963366666666667,81.114175
2,55,611.9,9.038,34.964,-0.7963366666666667,81.114175
2,56,637.3,8.883,34.966,-0.7963366666666667,81.114175
2,57,662.8,8.769,34.974,-0.7963366666666667,81.114175
2,58,687.7,8.657,34.973,-0.7963366666666667,81.114175
2,59,712.4,8.319,34.964,-0.7963366666666667,81.114175
2,60,737.5,8.146,34.96,-0.7963366666666667,81.114175
2,61,762.3,7.97,34.965,-0.7963366666666667,81.114175
2,62,787.4,7.907,34.978,-0.7963366666666667,81.114175
2,63,812.4,7.825,34.982,-0.7963366666666667,81.114175
2,64,837.5,7.601,34.97,-0.7963366666666667,81.114175
2,65,862.7,7.267,34.94,-0.7963366666666667,81.114175
2,66,887.7,7.061,34.927,-0.7963366666666667,81.114175
2,67,912.6,7.027,34.929,-0.7963366666666667,81.114175
2,68,938.3,6.93,34.924,-0.7963366666666667,81.114175
2,69,962.8,6.769,34.915,-0.7963366666666667,81.114175
2,70,987.4,6.674,34.919,-0.7963366666666667,81.114175
2,71,1024.4,6.398,34.912,-0.7963366666666667,81.114175
2,72,1074.7,6.204,34.91,-0.7963366666666667,81.114175
2,73,1124.7,5.976,34.9,-0.7963366666666667,81.114175
2,74,1176.4,5.608,34.878,-0.7963366666666667,81.114175
2,75,1224.4,5.477,34.878,-0.7963366666666667,81.114175
2,76,1274.6,5.126,34.863,-0.7963366666666667,81.114175
2,77,1324.7,4.97,34.856,-0.7963366666666667,81.114175
2,78,1375.3,4.71,34.845,-0.7963366666666667,81.114175
2,79,1425.4,4.528,34.837,-0.7963366666666667,81.114175
2,80,1474.6,4.387,34.832,-0.7963366666666667,81.114175
2,81,1524.8,4.134,34.822,-0.7963366666666667,81.114175
2,82,1574.9,3.887,34.812,-0.7963366666666667,81.114175
2,83,1625.1,3.697,34.802,-0.7963366666666667,81.114175
2,84,1675.6,3.457,34.792,-0.7963366666666667,81.114175
2,85,1724.6,3.334,34.79,-0.7963366666666667,81.114175
2,86,1774.9,3.247,34.787,-0.7963366666666667,81.114175
2,87,1824.9,3.167,34.785,-0.7963366666666667,81.114175
2,88,1875.4,3.058,34.78,-0.7963366666666667,81.114175
2,89,1925.8,2.966,34.777,-0.7963366666666667,81.114175
2,90,1970.2,2.935,34.775,-0.7963366666666667,81.114175
2,91,,,,-0.7963366666666667,81.114175
2,92,,,,-0.7963366666666667,81.114175
2,93,,,,-0.7963366666666667,81.114175
3,0,2.5,28.842,34.692,-1.5497383333333334,82.228365
3,1,3.5,28.842,34.692,-1.5497383333333334,82.228365
3,2,4.6,28.842,34.692,-1.5497383333333334,82.228365
3,3,5.5,28.843,34.692,-1.5497383333333334,82.228365
3,4,6.4,28.843,34.692,-1.5497383333333334,82.228365
3,5,7.5,28.843,34.692,-1.5497383333333334,82.228365
3,6,8.6,28.844,34.692,-1.5497383333333334,82.228365
3,7,9.5,28.844,34.692,-1.5497383333333334,82.228365
3,8,10.4,28.844,34.692,-1.5497383333333334,82.228365
3,9,11.5,28.845,34.692,-1.5497383333333334,82.228365
3,10,12.5,28.846,34.692,-1.5497383333333334,82.228365
3,11,13.4,28.845,34.692,-1.5497383333333334,82.228365
3,12,14.5,28.845,34.692,-1.5497383333333334,82.228365
3,13,15.5,28.844,34.692,-1.5497383333333334,82.228365
3,14,16.5,28.844,34.692,-1.5497383333333334,82.228365
3,15,17.4,28.842,34.693,-1.5497383333333334,82.228365
3,16,18.5,28.826,34.694,-1.5497383333333334,82.228365
3,17,19.6,28.817,34.697,-1.5497383333333334,82.228365
3,18,25.1,28.8,34.706,-1.5497383333333334,82.228365
3,19,35.1,28.801,34.718,-1.5497383333333334,82.228365
3,20,44.8,28.82,34.732,-1.5497383333333334,82.228365
3,21,54.9,28.857,34.752,-1.5497383333333334,82.228365
3,22,65.0,28.885,34.77,-1.5497383333333334,82.228365
3,23,74.9,28.928,34.803,-1.5497383333333334,82.228365
3,24,84.8,28.958,34.832,-1.5497383333333334,82.228365
3,25,95.0,28.987,34.877,-1.5497383333333334,82.228365
3,26,105.1,28.891,34.908,-1.5497383333333334,82.228365
3,27,114.9,28.343,35.064,-1.5497383333333334,82.228365
3,28,125.0,26.608,35.115,-1.5497383333333334,82.228365
3,29,135.0,21.417,35.175,-1.5497383333333334,82.228365
3,30,144.7,18.364,35.163,-1.5497383333333334,82.228365
3,31,155.2,17.281,35.139,-1.5497383333333334,82.228365
3,32,165.1,16.09,35.095,-1.5497383333333334,82.228365
3,33,175.1,15.032,35.045,-1.5497383333333334,82.228365
3,34,185.0,13.621,35.045,-1.5497383333333334,82.228365
3,35,195.3,12.911,35.059,-1.5497383333333334,82.228365
3,36,210.1,12.394,35.047,-1.5497383333333334,82.228365
3,37,230.1,12.129,35.04,-1.5497383333333334,82.228365
3,38,250.0,11.956,35.03,-1.5497383333333334,82.228365
3,39,269.7,11.632,35.011,-1.5497383333333334,82.228365
3,40,290.0,11.434,35.0,-1.5497383333333334,82.228365
3,41,310.0,11.218,34.99,-1.5497383333333334,82.228365
3,42,329.8,10.96,34.967,-1.5497383333333334,82.228365
3,43,349.8,10.751,34.973,-1.5497383333333334,82.228365
3,44,369.9,10.569,34.964,-1.5497383333333334,82.228365
3,45,390.1,10.435,34.955,-1.5497383333333334,82.228365
3,46,409.8,10.237,34.944,-1.5497383333333334,82.228365
3,47,430.3,9.976,34.935,-1.5497383333333334,82.228365
3,48,449.8,9.947,34.965,-1.5497383333333334,82.228365
3,49,469.9,9.91,34.987,-1.5497383333333334,82.228365
3,50,490.2,9.9,34.998,-1.5497383333333334,82.228365
3,51,512.4,9.905,34.999,-1.5497383333333334,82.228365
3,52,537.5,9.779,34.999,-1.5497383333333334,82.228365
3,53,562.6,9.675,34.985,-1.5497383333333334,82.228365
3,54,587.6,9.551,34.975,-1.5497383333333334,82.228365
3,55,612.8,9.245,34.962,-1.5497383333333334,82.228365
3,56,637.3,8.931,34.951,-1.5497383333333334,82.228365
3,57,662.3,8.784,34.956,-1.5497383333333334,82.228365
3,58,687.4,8.565,34.958,-1.5497383333333334,82.228365
3,59,712.7,8.413,34.956,-1.5497383333333334,82.228365
3,60,737.5,8.292,34.968,-1.5497383333333334,82.228365
3,61,762.5,8.244,34.974,-1.5497383333333334,82.228365
3,62,787.4,8.03,34.97,-1.5497383333333334,82.228365
3,63,812.5,7.908,34.978,-1.5497383333333334,82.228365
3,64,837.3,7.814,34.98,-1.5497383333333334,82.228365
3,65,862.4,7.649,34.968,-1.5497383333333334,82.228365
3,66,887.1,7.42,34.956,-1.5497383333333334,82.228365
3,67,912.5,7.222,34.943,-1.5497383333333334,82.228365
3,68,937.6,6.938,34.916,-1.5497383333333334,82.228365
3,69,962.5,6.776,34.911,-1.5497383333333334,82.228365
3,70,987.5,6.639,34.909,-1.5497383333333334,82.228365
3,71,1024.8,6.414,34.914,-1.5497383333333334,82.228365
3,72,1074.8,6.137,34.903,-1.5497383333333334,82.228365
3,73,1125.0,5.834,34.888,-1.5497383333333334,82.228365
3,74,1176.2,5.546,34.873,-1.5497383333333334,82.228365
